current_date,final_capital,annualReturn_pct,mdd,sharpeRatio,short-termRisk,downsideVolatility,volatility,seed,train_cputime,train_wall_clock_time,valid_cputime,valid_wall_clock_time,test_cputime,test_wall_clock_time
2026-03-28-14-31-00,1701365.637693745,0.1943637604979513,0.3382294547158475,0.7566104178228924,0.010066298996824258,0.1709209789124804,0.2349805875123017,1774679460,83.20125,83.24863943399998,4.413125,3.906131519999932,5.8153125,5.819378228000045
