current_date,final_capital,annualReturn_pct,mdd,sharpeRatio,short-termRisk,downsideVolatility,volatility,seed,train_cputime,train_wall_clock_time,valid_cputime,valid_wall_clock_time,test_cputime,test_wall_clock_time
2026-03-28-17-53-44,1693318.694633711,0.1924727927134917,0.3372012823145205,0.7525154824925726,0.009931416695229234,0.1698081740220965,0.2337464102809709,1774691624,3.874375,3.882462278000001,2.076875,1.5285139639999954,2.121875,2.122121320000001
