num_of_runs,mode,market_name,period_mode,algorithm,stock_num,ars,annualReturn_pct_avg,annualReturn_pct_std,mdd_avg,mdd_std,sharpeRatio_avg,sharpeRatio_std,short-termRisk_avg,short-termRisk_std,train_cputime_avg,train_wall_clock_time_avg,valid_cputime_avg,valid_wall_clock_time_avg,test_cputime_avg,test_wall_clock_time_avg,downsideVolatility_avg,downsideVolatility_std,volatility_avg,volatility_std,final_capital_avg,final_capital_std,annualReturn_pct_best,annualReturn_pct_worst,annualReturn_pct_median,mdd_best,mdd_worst,mdd_median,sharpeRatio_best,sharpeRatio_worst,sharpeRatio_median,short-termRisk_best,short-termRisk_worst,short-termRisk_median,downsideVolatility_best,downsideVolatility_worst,downsideVolatility_median,volatility_best,volatility_worst,volatility_median,final_capital_best,final_capital_worst,final_capital_median,train_cputime_std,train_cputime_best,train_cputime_worst,train_cputime_median,train_wall_clock_time_std,train_wall_clock_time_best,train_wall_clock_time_worst,train_wall_clock_time_median,valid_cputime_std,valid_cputime_best,valid_cputime_worst,valid_cputime_median,valid_wall_clock_time_std,valid_wall_clock_time_best,valid_wall_clock_time_worst,valid_wall_clock_time_median,test_cputime_std,test_cputime_best,test_cputime_worst,test_cputime_median,test_wall_clock_time_std,test_wall_clock_time_best,test_wall_clock_time_worst,test_wall_clock_time_median,date_list
1,RLcontroller,SP500,1,MASA-SentimentMulti,10,False,0.1901578382205659,,0.3371861325865517,,0.7433185373567405,,0.009936210446177839,,8.9521875,8.96461987200001,3.8459375,3.3206258459999947,4.8715625,4.873315739999998,0.1694844302730362,,0.2335241615765846,,1683502.041138108,,0.1901578382205659,0.1901578382205659,0.1901578382205659,0.3371861325865517,0.3371861325865517,0.3371861325865517,0.7433185373567405,0.7433185373567405,0.7433185373567405,0.009936210446177839,0.009936210446177839,0.009936210446177839,0.1694844302730362,0.1694844302730362,0.1694844302730362,0.2335241615765846,0.2335241615765846,0.2335241615765846,1683502.041138108,1683502.041138108,1683502.041138108,,8.9521875,8.9521875,8.9521875,,8.96461987200001,8.96461987200001,8.96461987200001,,3.8459375,3.8459375,3.8459375,,3.3206258459999947,3.3206258459999947,3.3206258459999947,,4.8715625,4.8715625,4.8715625,,4.873315739999998,4.873315739999998,4.873315739999998,['2026-03-28-10-37-45']
