current_date,final_capital,annualReturn_pct,mdd,sharpeRatio,short-termRisk,downsideVolatility,volatility,seed,train_cputime,train_wall_clock_time,valid_cputime,valid_wall_clock_time,test_cputime,test_wall_clock_time
2026-03-28-16-01-18,1692145.9074349925,0.1921966978383462,0.3376060328014157,0.7510240805883699,0.009930532088970353,0.1699195564633722,0.2338429650627981,1774684878,5.8371875,5.850184515999995,2.7640625,2.2277679640000043,3.2990625,3.305432361999999
