current_date,final_capital,annualReturn_pct,mdd,sharpeRatio,short-termRisk,downsideVolatility,volatility,seed,train_cputime,train_wall_clock_time,valid_cputime,valid_wall_clock_time,test_cputime,test_wall_clock_time
2026-03-28-18-53-27,1692484.1599845916,0.1922763415484969,0.3372156232466807,0.7510023250765817,0.009932216229410058,0.169892966639292,0.233955789059082,1774695207,6.00125,6.0149168420000025,2.72875,2.1743005300000062,3.2190625,3.220288714
