current_date,final_capital,annualReturn_pct,mdd,sharpeRatio,short-termRisk,downsideVolatility,volatility,seed,train_cputime,train_wall_clock_time,valid_cputime,valid_wall_clock_time,test_cputime,test_wall_clock_time
2026-03-28-10-37-45,1683502.041138108,0.1901578382205659,0.3371861325865517,0.7433185373567405,0.009936210446177839,0.1694844302730362,0.2335241615765846,1774665465,8.9521875,8.96461987200001,3.8459375,3.3206258459999947,4.8715625,4.873315739999998
