current_date,final_capital,annualReturn_pct,mdd,sharpeRatio,short-termRisk,downsideVolatility,volatility,seed,train_cputime,train_wall_clock_time,valid_cputime,valid_wall_clock_time,test_cputime,test_wall_clock_time
2026-03-28-11-43-23,1704599.421774783,0.1951219968247766,0.336343185282377,0.7633894100339397,0.00995785853250032,0.1698922956970206,0.2338871806157732,1774669403,95.0946875,95.14446770200004,4.8259375,4.293377530000052,6.6371875,6.638857002000038
